TREAT,AGE,EDUC,MARR,EARNINGS
0,37,15,0,17732.7
0,34,12,1,25121.4
0,35,12,1,15638.8
0,35,12,1,15638.8
0,27,12,1,21722.6
0,23,13,1,23643.6
0,26,12,1,25121.4
0,25,14,1,26303.5
0,46,12,1,7882.19
0,24,12,1,31032.3
0,38,12,0,16255
0,25,16,0,23052.5
0,28,16,1,21279.3
0,34,12,1,31032.3
0,36,12,1,23643.6
0,30,12,1,25897.2
0,27,14,0,28815.7
0,28,12,1,25860.2
0,23,12,1,21427
0,53,12,1,23643.6
0,29,16,1,42854.1
0,31,12,1,20259.6
0,20,12,1,23643.6
0,23,12,1,26599.1
0,27,12,1,25121.4
0,23,12,1,14777.3
0,34,12,1,19210.4
0,23,12,1,22165.9
0,20,12,1,12708.4
0,32,14,1,14777.3
0,24,12,0,19210.4
0,24,13,1,18442
0,25,12,1,24642.6
0,21,12,0,22165.9
0,37,12,1,14777.3
0,24,16,0,23643.6
0,37,12,1,25860.2
0,27,12,1,19210.4
0,23,12,1,13299.5
0,24,13,1,12560.7
0,34,12,0,12560.7
0,37,12,1,32510
0,32,13,1,26599.1
0,36,12,1,33692.2
0,44,12,1,19210.4
0,44,12,1,19210.4
0,28,12,0,19949.3
0,32,12,1,17732.7
0,27,14,1,13299.5
0,30,12,1,22165.9
0,21,13,0,21870.4
0,30,12,1,19210.4
0,23,12,1,12294.7
0,24,13,0,22165.9
0,26,12,1,18471.6
0,26,12,1,23643.6
0,27,14,1,26599.1
0,23,12,1,15516.1
0,28,14,1,16255
0,43,12,1,21858.5
0,22,14,1,24086.9
0,23,12,1,7565.96
0,26,14,0,28815.7
0,24,14,1,40637.5
0,25,16,1,21870.4
0,25,12,0,22904.8
0,21,12,1,7388.63
0,36,12,1,22165.9
0,35,12,1,19210.4
0,27,12,1,20460.6
0,28,12,1,13299.5
0,26,12,1,19506
0,23,12,1,27781.3
0,54,12,0,20688.2
0,21,12,1,19210.4
0,26,12,1,20688.2
0,23,12,1,19210.4
0,21,12,1,11821.8
0,34,12,1,17732.7
0,26,12,1,15516.1
0,54,16,1,11821.8
0,21,13,1,25121.4
0,28,15,1,31032.3
0,25,12,1,10512.5
0,26,12,1,19949.3
0,26,12,1,11082.9
0,22,13,1,18660.7
0,32,16,1,28076.8
0,31,12,0,14777.3
0,42,12,1,0
0,22,12,1,14038.4
0,35,12,1,21279.3
0,28,12,1,19210.4
0,27,12,1,14079.8
0,22,14,1,21397.5
0,24,12,1,11821.8
0,26,14,1,21678.2
0,29,12,1,14777.3
0,20,12,1,14777.3
0,27,14,0,20688.2
0,27,12,1,25860.2
0,39,12,1,14629.5
0,24,12,1,16255
0,21,12,0,11651.9
0,26,12,1,11821.8
0,20,12,1,8866.36
0,47,12,1,14777.3
0,55,16,1,23531.3
0,33,12,0,9605.22
0,25,12,1,17732.7
0,22,12,1,664.977
0,22,12,1,13299.5
0,22,12,1,12560.7
0,26,16,1,19934.5
0,27,12,1,11526.3
0,28,12,1,17732.7
0,25,16,1,10521.4
0,23,12,0,20688.2
0,37,17,1,4236.64
0,24,12,1,19210.4
0,30,12,1,18962.2
0,25,13,1,12656.7
0,26,12,1,16342.2
0,27,15,0,18442
0,22,13,1,0
0,25,12,1,21427
0,21,12,1,16255
0,24,13,1,31097.3
0,29,12,1,20688.2
0,28,14,1,25875
0,23,12,0,29216.1
0,24,12,0,10344.1
0,23,12,1,14777.3
0,26,12,1,8866.36
0,23,12,1,29392
0,20,12,0,29554.5
0,24,12,0,8275.27
0,27,12,1,7536.41
0,27,12,0,8866.36
0,25,13,0,12486.8
0,31,12,1,9605.22
0,26,12,0,15619.6
0,30,12,1,29554.5
0,25,12,1,6649.77
0,24,12,1,33987.7
0,27,12,1,11821.8
0,23,12,1,11821.8
0,29,12,1,19210.4
0,22,12,1,11162.7
0,33,12,0,0
0,21,12,1,14777.3
0,27,12,1,11821.8
0,21,14,0,9900.77
0,23,12,1,10403.2
0,21,12,1,7388.63
0,27,12,1,6649.77
0,23,16,0,19210.4
0,23,14,1,8866.36
0,21,12,0,5578.42
0,27,12,0,19210.4
0,23,12,1,18471.6
0,25,12,0,10344.1
0,23,14,1,13004
0,26,12,1,10344.1
0,24,12,1,8335.86
0,21,12,1,10583.5
0,23,12,1,4433.18
0,23,12,1,21870.4
0,27,12,1,2210.68
0,20,12,1,20688.2
0,32,12,1,8866.36
0,19,12,0,3694.32
0,53,14,1,8127.5
0,28,15,0,12708.4
0,24,12,1,26599.1
0,27,13,1,24514
0,27,12,1,8275.27
0,21,12,0,11208.6
0,22,12,0,0
0,23,12,0,14186.2
0,20,13,0,14777.3
0,22,12,0,5763.13
0,31,12,1,15959.4
0,24,12,1,17732.7
0,21,12,1,10048.5
0,19,12,0,12117.4
0,31,12,1,24973.6
0,23,12,1,9753
0,23,12,1,8866.36
0,27,12,1,17732.7
0,20,12,0,13299.5
0,22,12,0,11821.8
0,24,12,0,11821.8
0,28,12,0,0
0,20,12,0,17732.7
0,22,12,1,0
0,21,12,0,1152.63
0,20,12,0,2955.45
0,22,12,1,0
0,23,12,0,5910.91
0,24,12,0,10344.1
0,43,12,1,5910.91
0,25,12,1,1220.6
0,33,13,1,20688.2
0,36,12,1,11821.8
0,36,12,1,17732.7
0,34,14,1,0
0,23,12,0,4728.73
0,50,12,1,0
0,25,12,0,0
0,28,12,1,0
0,50,12,1,0
1,29,10,0,5112.01
1,22,12,0,12590.7
1,22,12,1,10092.8
1,20,9,0,1358.64
1,19,11,1,6788.46
1,19,10,0,13829.6
1,31,12,0,2484.55
1,26,11,0,13385.9
1,23,8,1,4232.31
1,23,12,0,559.443
1,18,11,0,4321.71
1,27,13,1,0
1,21,12,0,12558
1,17,9,0,6210.67
1,31,9,0,26817.6
1,25,12,0,5587.5
1,21,12,0,8048.6
1,23,8,0,3881.28
1,38,12,0,4941.85
1,25,11,0,18783.4
1,23,7,0,0
1,22,11,0,1048.43
1,18,8,1,2787.96
1,19,9,0,13188.8
1,27,10,0,11142.9
1,38,9,0,6408.95
1,41,14,0,5149.5
1,33,12,1,12418.1
1,22,9,0,3595.89
1,33,11,1,4181.94
1,35,8,1,3786.63
1,35,9,1,12804
1,25,14,1,36647
1,33,12,1,15952.6
1,33,11,0,6281.43
1,28,11,0,0
1,26,10,0,672.877
1,19,10,0,0
1,26,12,1,1424.94
1,17,10,0,5522.79
1,21,9,0,743.667
1,22,10,1,13228.3
1,31,9,0,9558.5
1,29,12,0,10976.5
1,29,10,0,0
1,24,10,1,0
1,31,4,0,7382.55
1,22,9,0,3462.56
1,21,8,0,4279.61
1,27,10,0,0
1,21,12,0,9371.04
1,18,9,0,5010.34
1,25,13,0,0
1,42,9,1,1294.41
1,23,12,0,8484.24
1,19,8,0,7535.94
1,24,12,0,6167.68
1,28,10,0,3196.57
1,20,10,0,5615.19
1,26,11,1,26372.3
1,27,11,0,0
1,19,8,0,9970.68
1,19,11,0,4146.6
1,46,8,0,0
1,24,10,0,1660.51
1,25,12,0,0
1,24,9,0,4849.56
1,29,12,0,0
1,18,10,0,11141.4
1,31,9,0,10363.3
1,24,11,1,4032.71
1,20,11,0,6943.34
1,26,11,1,1460.36
1,28,11,0,60307.9
1,17,9,0,5445.2
1,20,11,0,1085.44
1,23,10,1,11233.3
1,22,12,0,0
1,27,9,1,1773.42
1,19,9,0,17685.2
1,18,10,0,9737.15
1,29,14,0,17815
1,23,12,0,671.332
1,19,10,0,8124.72
1,20,12,0,1652.64
1,27,12,0,22163.3
1,27,12,1,0
1,18,11,0,929.884
1,20,12,0,0
1,20,9,0,8881.67
1,26,10,1,0
1,30,11,0,0
1,17,9,0,1953.27
1,27,13,0,34099.3
1,43,9,0,0
1,19,11,0,7458.11
1,18,11,0,4814.63
1,25,11,0,485.23
1,26,10,0,9265.79
1,24,10,0,0
1,25,10,0,0
1,42,12,0,2456.15
1,18,9,0,4482.85
1,44,11,0,0
1,21,12,0,9983.78
1,25,11,0,0
1,17,10,0,0
1,31,11,1,14509.9
1,25,8,0,0
1,26,11,0,17231
1,38,11,0,0
1,27,8,0,0
1,27,13,0,0
1,18,12,0,2321.11
1,25,12,0,0
1,22,11,0,6456.7
1,40,11,0,23005.6
1,21,9,0,0
1,22,12,0,18678.1
1,28,15,0,9598.54
1,25,12,0,11965.8
1,18,6,0,0
1,46,13,0,647.205
1,27,9,0,0
1,29,13,0,7479.66
1,45,5,1,8546.72
1,27,11,0,0
1,28,9,0,10694.3
1,29,4,0,762.915
1,27,11,0,549.298
1,35,10,0,4666.24
1,29,8,0,1923.94
1,17,8,0,0
1,42,14,1,13167.5
1,41,4,1,7284.99
1,37,9,0,1067.51
1,17,10,0,0
1,30,11,1,590.782
1,25,12,0,2348.97
1,18,11,0,0
1,31,11,1,8087.49
1,28,8,0,0
1,23,12,0,4843.18
1,25,5,0,12187.4
1,17,9,0,0
1,17,8,0,0
1,25,11,1,0
1,20,11,0,3972.54
1,17,8,0,8061.49
1,21,12,0,1254.58
1,24,10,0,0
1,46,8,1,3094.16
1,23,12,1,5911.55
1,25,5,0,6181.88
1,42,14,0,20505.9
1,25,12,0,3191.75
1,20,12,0,0
1,25,11,1,1574.42
1,48,4,0,6551.59
1,17,10,0,0
1,24,11,0,995.7
1,17,10,0,16218
1,25,11,0,9897.05
1,29,11,1,9643
1,18,10,0,11163.2
1,24,11,0,1991.4
1,23,11,0,0
1,26,12,0,10747.4
1,40,12,0,10804.3
1,23,10,0,7693.4
1,27,13,0,14581.9
1,19,10,0,3228.5
1,17,7,0,3023.88
1,27,10,1,18739.9
1,18,8,0,0
1,21,13,0,17094.6
1,19,9,0,8173.91
1,22,16,0,2164.02
1,32,11,0,8472.16
1,23,12,0,0
1,22,9,0,4056.49
1,33,8,0,289.79
1,27,11,0,7506.15
1,30,12,0,24909.5
1,37,11,1,9930.05
